customer_id,customer_name,segment,city
C0086,Client_Partner_0086,Corporate,Chennai
C0087,Client_Partner_0087,Home Office,Mumbai
C0088,Client_Partner_0088,Home Office,Delhi
C0089,Client_Partner_0089,Corporate,Hyderabad
C0090,Client_Partner_0090,Consumer,Hyderabad
C0091,Client_Partner_0091,Home Office,Delhi
C0092,Client_Partner_0092,Corporate,Hyderabad
C0093,Client_Partner_0093,Consumer,Chennai
C0094,Client_Partner_0094,Corporate,Bengaluru
C0095,Client_Partner_0095,Consumer,Delhi
C0096,Client_Partner_0096,Consumer,Kolkata
C0097,Client_Partner_0097,Consumer,Chennai
C0098,Client_Partner_0098,Home Office,Hyderabad
C0099,Client_Partner_0099,Home Office,Hyderabad
C0100,Client_Partner_0100,Home Office,Mumbai
C0101,Client_Partner_0101,Corporate,Delhi
C0102,Client_Partner_0102,Consumer,Kolkata
C0103,Client_Partner_0103,Home Office,Chennai
C0104,Client_Partner_0104,Home Office,BLR
C0105,Client_Partner_0105,Home Office,Mumbai
C0106,Client_Partner_0106,Corporate,Mumbai
C0107,Client_Partner_0107,Corporate,Hyderabad
C0108,Client_Partner_0108,Corporate,Chennai
C0109,Client_Partner_0109,Corporate,Chennai
C0110,Client_Partner_0110,Consumer,Chennai
C0111,Client_Partner_0111,Corporate,Mumbai
C0112,Client_Partner_0112,Corporate,Bengaluru
C0113,Client_Partner_0113,Corporate,Delhi
C0114,Client_Partner_0114,Corporate,Kolkata
C0115,Client_Partner_0115,Corporate,Kolkata
C0116,Client_Partner_0116,Home Office,Delhi
C0117,Client_Partner_0117,Home Office,Mumbai
C0118,Client_Partner_0118,Home Office,Kolkata
C0119,Client_Partner_0119,Home Office,Kolkata
C0120,Client_Partner_0120,Home Office,Kolkata
C0121,Client_Partner_0121,Home Office,Delhi
C0122,Client_Partner_0122,Home Office,Chennai
C0123,Client_Partner_0123,Consumer,Delhi
C0124,Client_Partner_0124,Corporate,Delhi
C0125,Client_Partner_0125,Consumer,Kolkata
C0126,Client_Partner_0126,Home Office,Delhi
C0127,Client_Partner_0127,Home Office,Kolkata
C0128,Client_Partner_0128,Home Office,Mumbai
C0129,Client_Partner_0129,Consumer,Delhi
C0130,Client_Partner_0130,Home Office,Kolkata
C0131,Client_Partner_0131,Consumer,Bengaluru
C0132,Client_Partner_0132,Corporate,Kolkata
C0133,Client_Partner_0133,Home Office,Mumbai
C0134,Client_Partner_0134,Home Office,Chennai
C0135,Client_Partner_0135,Consumer,Bengaluru
C0136,Client_Partner_0136,Home Office,Kolkata
C0137,Client_Partner_0137,Corporate,Chennai
C0138,Client_Partner_0138,Corporate,Kolkata
C0139,Client_Partner_0139,Corporate,Kolkata
C0140,Client_Partner_0140,Consumer,Delhi
C0141,Client_Partner_0141,Home Office,Mumbai
C0142,Client_Partner_0142,Corporate,Hyderabad
C0143,Client_Partner_0143,Corporate,Hyderabad
C0144,Client_Partner_0144,Consumer,Chennai
C0145,Client_Partner_0145,Home Office,Hyderabad
C0146,Client_Partner_0146,Corporate,Bengaluru
C0147,Client_Partner_0147,Home Office,Kolkata
C0148,Client_Partner_0148,Home Office,Hyderabad
C0149,Client_Partner_0149,Home Office,BLR
C0150,Client_Partner_0150,Home Office,Bengaluru
C0151,Client_Partner_0151,Corporate,Hyderabad
C0152,Client_Partner_0152,Home Office,
C0153,Client_Partner_0153,Home Office,Hyderabad
C0154,Client_Partner_0154,Consumer,Bengaluru
C0155,Client_Partner_0155,Home Office,Hyderabad
C0156,Client_Partner_0156,Corporate,Delhi
C0157,Client_Partner_0157,Consumer,Delhi
C0158,Client_Partner_0158,Corporate,Chennai
C0159,Client_Partner_0159,Consumer,Chennai
C0160,Client_Partner_0160,Consumer,Bengaluru
C0161,Client_Partner_0161,Home Office,Hyderabad
C0162,Client_Partner_0162,Home Office,Hyderabad
C0163,Client_Partner_0163,Corporate,Kolkata
C0164,Client_Partner_0164,Corporate,Chennai
C0165,Client_Partner_0165,Corporate,Hyderabad
C0166,Client_Partner_0166,Home Office,
C0167,Client_Partner_0167,Corporate,Chennai
C0168,Client_Partner_0168,Home Office,Chennai
C0169,Client_Partner_0169,Home Office,Hyderabad
C0170,Client_Partner_0170,Consumer,Bangalore 
C0171,Client_Partner_0171,Home Office,Kolkata
C0172,Client_Partner_0172,Corporate,Kolkata
C0173,Client_Partner_0173,Corporate,Chennai
C0174,Client_Partner_0174,Corporate,Chennai
C0175,Client_Partner_0175,Corporate,Bangalore 
C0176,Client_Partner_0176,Consumer,Chennai
C0177,Client_Partner_0177,Home Office,Kolkata
C0178,Client_Partner_0178,Consumer,Kolkata
C0179,Client_Partner_0179,Corporate,Bengaluru
C0180,Client_Partner_0180,Consumer,BLR
C0181,Client_Partner_0181,Corporate,Bengaluru
C0182,Client_Partner_0182,Home Office,Delhi
C0183,Client_Partner_0183,Consumer,Kolkata
C0184,Client_Partner_0184,Consumer,Kolkata
C0185,Client_Partner_0185,Home Office,Chennai
C0186,Client_Partner_0186,Consumer,Chennai
C0187,Client_Partner_0187,Corporate,Chennai
C0188,Client_Partner_0188,Corporate,Delhi
C0189,Client_Partner_0189,Consumer,Kolkata
C0190,Client_Partner_0190,Home Office,Kolkata
C0191,Client_Partner_0191,Consumer,Kolkata
C0192,Client_Partner_0192,Consumer,Kolkata
C0193,Client_Partner_0193,Corporate,Mumbai
C0194,Client_Partner_0194,Consumer,Hyderabad
C0195,Client_Partner_0195,Corporate,Chennai
C0196,Client_Partner_0196,Home Office,Kolkata
C0197,Client_Partner_0197,Home Office,Delhi
C0198,Client_Partner_0198,Corporate,Hyderabad
C0199,Client_Partner_0199,Corporate,Kolkata
C0200,Client_Partner_0200,Home Office,Mumbai
C0201,Client_Partner_0201,Home Office,Chennai
C0202,Client_Partner_0202,Consumer,Delhi
C0203,Client_Partner_0203,Corporate,Chennai
C0204,Client_Partner_0204,Home Office,Mumbai
C0205,Client_Partner_0205,Home Office,Mumbai
C0206,Client_Partner_0206,Home Office,Kolkata
C0207,Client_Partner_0207,Home Office,Delhi
C0208,Client_Partner_0208,Home Office,Chennai
C0209,Client_Partner_0209,Home Office,Kolkata
C0210,Client_Partner_0210,Home Office,Mumbai
C0211,Client_Partner_0211,Corporate,Hyderabad
C0212,Client_Partner_0212,Corporate,Delhi
C0213,Client_Partner_0213,Corporate,Bangalore 
C0214,Client_Partner_0214,Home Office,Kolkata
C0215,Client_Partner_0215,Consumer,Delhi
C0216,Client_Partner_0216,Corporate,Chennai
C0217,Client_Partner_0217,Corporate,Delhi
C0218,Client_Partner_0218,Consumer,Chennai
C0219,Client_Partner_0219,Corporate,Mumbai
C0220,Client_Partner_0220,Corporate,Hyderabad
C0221,Client_Partner_0221,Consumer,Bengaluru
C0222,Client_Partner_0222,Home Office,Kolkata
C0223,Client_Partner_0223,Corporate,Kolkata
C0224,Client_Partner_0224,Consumer,Mumbai
C0225,Client_Partner_0225,Consumer,Kolkata
C0226,Client_Partner_0226,Corporate,Kolkata
C0227,Client_Partner_0227,Consumer,Bengaluru
C0228,Client_Partner_0228,Consumer,Chennai
C0229,Client_Partner_0229,Consumer,Mumbai
C0230,Client_Partner_0230,Consumer,Bengaluru
C0231,Client_Partner_0231,Corporate,Bengaluru
C0232,Client_Partner_0232,Corporate,Hyderabad
C0233,Client_Partner_0233,Corporate,Hyderabad
C0234,Client_Partner_0234,Consumer,Hyderabad
C0235,Client_Partner_0235,Home Office,Chennai
C0236,Client_Partner_0236,Home Office,Bengaluru
C0237,Client_Partner_0237,Consumer,Delhi
C0238,Client_Partner_0238,Corporate,Kolkata
C0239,Client_Partner_0239,Home Office,Delhi
C0240,Client_Partner_0240,Consumer,Kolkata
C0241,Client_Partner_0241,Home Office,Delhi
C0242,Client_Partner_0242,Home Office,Mumbai
C0243,Client_Partner_0243,Corporate,Chennai
C0244,Client_Partner_0244,Consumer,Kolkata
C0245,Client_Partner_0245,Corporate,Chennai
C0246,Client_Partner_0246,Home Office,Mumbai
C0247,Client_Partner_0247,Consumer,Mumbai
C0248,Client_Partner_0248,Corporate,Kolkata
C0249,Client_Partner_0249,Home Office,Mumbai
C0250,Client_Partner_0250,Consumer,Bengaluru
C0251,Client_Partner_0251,Consumer,Delhi
C0252,Client_Partner_0252,Corporate,Delhi
C0253,Client_Partner_0253,Corporate,Bengaluru
C0254,Client_Partner_0254,Corporate,Chennai
C0255,Client_Partner_0255,Corporate,BLR
C0256,Client_Partner_0256,Consumer,Mumbai
C0257,Client_Partner_0257,Corporate,Bengaluru
C0258,Client_Partner_0258,Home Office,Delhi
C0259,Client_Partner_0259,Home Office,Kolkata
C0260,Client_Partner_0260,Corporate,Hyderabad
C0261,Client_Partner_0261,Corporate,Mumbai
C0262,Client_Partner_0262,Home Office,Kolkata
C0263,Client_Partner_0263,Corporate,Kolkata
C0264,Client_Partner_0264,Consumer,Bengaluru
C0265,Client_Partner_0265,Corporate,Kolkata
C0266,Client_Partner_0266,Home Office,Mumbai
C0267,Client_Partner_0267,Corporate,Chennai
C0268,Client_Partner_0268,Consumer,Bangalore 
C0269,Client_Partner_0269,Corporate,Delhi
C0270,Client_Partner_0270,Home Office,Hyderabad
C0271,Client_Partner_0271,Consumer,Delhi
C0272,Client_Partner_0272,Consumer,Delhi
C0273,Client_Partner_0273,Consumer,Chennai
C0274,Client_Partner_0274,Consumer,Kolkata
C0275,Client_Partner_0275,Home Office,BLR
C0276,Client_Partner_0276,Consumer,Chennai
C0277,Client_Partner_0277,Home Office,Mumbai
C0278,Client_Partner_0278,Corporate,Delhi
C0279,Client_Partner_0279,Home Office,Mumbai
C0280,Client_Partner_0280,Home Office,Bengaluru
C0281,Client_Partner_0281,Corporate,Mumbai
C0282,Client_Partner_0282,Corporate,Kolkata
C0283,Client_Partner_0283,Home Office,Bengaluru
C0284,Client_Partner_0284,Consumer,Chennai
C0285,Client_Partner_0285,Home Office,Chennai
C0286,Client_Partner_0286,Home Office,Kolkata
C0287,Client_Partner_0287,Home Office,Bengaluru
C0288,Client_Partner_0288,Home Office,Bengaluru
C0289,Client_Partner_0289,Consumer,Hyderabad
C0290,Client_Partner_0290,Corporate,Hyderabad
C0291,Client_Partner_0291,Corporate,Kolkata
C0292,Client_Partner_0292,Corporate,Delhi
C0293,Client_Partner_0293,Corporate,Mumbai
C0294,Client_Partner_0294,Corporate,Hyderabad
C0295,Client_Partner_0295,Corporate,Kolkata
C0296,Client_Partner_0296,Corporate,Mumbai
C0297,Client_Partner_0297,Home Office,Kolkata
C0298,Client_Partner_0298,Consumer,Kolkata
C0299,Client_Partner_0299,Consumer,Delhi
C0300,Client_Partner_0300,Corporate,Delhi
C0301,Client_Partner_0301,Corporate,Hyderabad
C0302,Client_Partner_0302,Corporate,Kolkata
C0303,Client_Partner_0303,Home Office,Hyderabad
C0304,Client_Partner_0304,Corporate,Delhi
C0305,Client_Partner_0305,Consumer,
C0306,Client_Partner_0306,Consumer,Mumbai
C0307,Client_Partner_0307,Consumer,Kolkata
C0308,Client_Partner_0308,Consumer,Hyderabad
C0309,Client_Partner_0309,Consumer,Hyderabad
C0310,Client_Partner_0310,Corporate,Delhi
C0311,Client_Partner_0311,Corporate,Bengaluru
C0312,Client_Partner_0312,Corporate,Kolkata
C0313,Client_Partner_0313,Home Office,Mumbai
C0314,Client_Partner_0314,Consumer,Mumbai
C0315,Client_Partner_0315,Corporate,Bengaluru
C0316,Client_Partner_0316,Corporate,Hyderabad
C0317,Client_Partner_0317,Home Office,Mumbai
C0318,Client_Partner_0318,Home Office,Bengaluru
C0319,Client_Partner_0319,Corporate,Mumbai
C0320,Client_Partner_0320,Consumer,Bengaluru
C0321,Client_Partner_0321,Consumer,Hyderabad
C0322,Client_Partner_0322,Corporate,Bengaluru
C0323,Client_Partner_0323,Corporate,Mumbai
C0324,Client_Partner_0324,Corporate,Kolkata
C0325,Client_Partner_0325,Home Office,Delhi
C0326,Client_Partner_0326,Home Office,Bengaluru
C0327,Client_Partner_0327,Consumer,Bengaluru
C0328,Client_Partner_0328,Home Office,Chennai
C0329,Client_Partner_0329,Consumer,Bengaluru
C0330,Client_Partner_0330,Home Office,Chennai
C0331,Client_Partner_0331,Home Office,Bangalore 
C0332,Client_Partner_0332,Home Office,Delhi
C0333,Client_Partner_0333,Consumer,Kolkata
C0334,Client_Partner_0334,Home Office,Kolkata
C0335,Client_Partner_0335,Consumer,Kolkata
C0336,Client_Partner_0336,Consumer,Delhi
C0337,Client_Partner_0337,Consumer,Kolkata
C0338,Client_Partner_0338,Home Office,Delhi
C0339,Client_Partner_0339,Corporate,
C0340,Client_Partner_0340,Home Office,Hyderabad
C0341,Client_Partner_0341,Home Office,Bengaluru
C0342,Client_Partner_0342,Consumer,Bengaluru
C0343,Client_Partner_0343,Home Office,Bengaluru
C0344,Client_Partner_0344,Corporate,Kolkata
C0345,Client_Partner_0345,Corporate,Bengaluru
C0346,Client_Partner_0346,Home Office,Mumbai
C0347,Client_Partner_0347,Home Office,Mumbai
C0348,Client_Partner_0348,Consumer,Chennai
C0349,Client_Partner_0349,Corporate,Bengaluru
C0350,Client_Partner_0350,Corporate,Kolkata
C0351,Client_Partner_0351,Corporate,Hyderabad
C0352,Client_Partner_0352,Consumer,Mumbai
C0353,Client_Partner_0353,Home Office,Kolkata
C0354,Client_Partner_0354,Consumer,Kolkata
C0355,Client_Partner_0355,Consumer,Delhi
C0356,Client_Partner_0356,Home Office,Kolkata
C0357,Client_Partner_0357,Home Office,Mumbai
C0358,Client_Partner_0358,Consumer,Chennai
C0359,Client_Partner_0359,Consumer,Kolkata
C0360,Client_Partner_0360,Consumer,Kolkata
C0361,Client_Partner_0361,Consumer,Hyderabad
C0362,Client_Partner_0362,Home Office,Hyderabad
C0363,Client_Partner_0363,Home Office,Chennai
C0364,Client_Partner_0364,Home Office,Hyderabad
C0365,Client_Partner_0365,Home Office,Chennai
C0366,Client_Partner_0366,Consumer,Kolkata
C0367,Client_Partner_0367,Corporate,Delhi
C0368,Client_Partner_0368,Home Office,Chennai
C0369,Client_Partner_0369,Home Office,Chennai
C0370,Client_Partner_0370,Consumer,Mumbai
C0371,Client_Partner_0371,Consumer,Kolkata
C0372,Client_Partner_0372,Corporate,Mumbai
C0373,Client_Partner_0373,Consumer,Delhi
C0374,Client_Partner_0374,Home Office,Chennai
C0375,Client_Partner_0375,Corporate,Kolkata
C0376,Client_Partner_0376,Home Office,Mumbai
C0377,Client_Partner_0377,Corporate,Bengaluru
C0378,Client_Partner_0378,Home Office,Delhi
C0379,Client_Partner_0379,Home Office,Hyderabad
C0380,Client_Partner_0380,Consumer,Mumbai
C0381,Client_Partner_0381,Consumer,Chennai
C0382,Client_Partner_0382,Home Office,Delhi
C0383,Client_Partner_0383,Corporate,Chennai
C0384,Client_Partner_0384,Corporate,Chennai
C0385,Client_Partner_0385,Corporate,BLR
C0386,Client_Partner_0386,Home Office,Bengaluru
C0387,Client_Partner_0387,Corporate,Chennai
C0388,Client_Partner_0388,Corporate,Chennai
C0389,Client_Partner_0389,Corporate,Delhi
C0390,Client_Partner_0390,Consumer,Bengaluru
C0391,Client_Partner_0391,Corporate,Mumbai
C0392,Client_Partner_0392,Corporate,Hyderabad
C0393,Client_Partner_0393,Consumer,Mumbai
C0394,Client_Partner_0394,Consumer,Hyderabad
C0395,Client_Partner_0395,Home Office,Delhi
C0396,Client_Partner_0396,Corporate,Delhi
C0397,Client_Partner_0397,Home Office,Kolkata
C0398,Client_Partner_0398,Home Office,Hyderabad
C0399,Client_Partner_0399,Corporate,Kolkata
C0400,Client_Partner_0400,Corporate,Delhi
C0401,Client_Partner_0401,Consumer,Delhi
C0402,Client_Partner_0402,Consumer,Hyderabad
C0403,Client_Partner_0403,Corporate,Bengaluru
C0404,Client_Partner_0404,Home Office,Chennai
C0405,Client_Partner_0405,Corporate,Hyderabad
C0406,Client_Partner_0406,Consumer,Mumbai
C0407,Client_Partner_0407,Consumer,Hyderabad
C0408,Client_Partner_0408,Home Office,Delhi
C0409,Client_Partner_0409,Home Office,Bengaluru
C0410,Client_Partner_0410,Consumer,Mumbai
C0411,Client_Partner_0411,Consumer,Mumbai
C0412,Client_Partner_0412,Consumer,Chennai
C0413,Client_Partner_0413,Home Office,Kolkata
C0414,Client_Partner_0414,Corporate,Kolkata
C0415,Client_Partner_0415,Corporate,Delhi
C0416,Client_Partner_0416,Corporate,Kolkata
C0417,Client_Partner_0417,Corporate,Hyderabad
C0418,Client_Partner_0418,Home Office,Kolkata
C0419,Client_Partner_0419,Corporate,Chennai
C0420,Client_Partner_0420,Consumer,Mumbai
C0421,Client_Partner_0421,Consumer,Delhi
C0422,Client_Partner_0422,Home Office,Mumbai
C0423,Client_Partner_0423,Corporate,Bangalore 
C0424,Client_Partner_0424,Corporate,Delhi
C0425,Client_Partner_0425,Corporate,Kolkata
C0426,Client_Partner_0426,Consumer,Hyderabad
C0427,Client_Partner_0427,Home Office,Kolkata
C0428,Client_Partner_0428,Corporate,Kolkata
C0429,Client_Partner_0429,Home Office,Mumbai
C0430,Client_Partner_0430,Consumer,Hyderabad
C0431,Client_Partner_0431,Home Office,Mumbai
C0432,Client_Partner_0432,Corporate,Hyderabad
C0433,Client_Partner_0433,Corporate,Delhi
C0434,Client_Partner_0434,Home Office,Chennai
C0435,Client_Partner_0435,Home Office,Mumbai
C0436,Client_Partner_0436,Consumer,Chennai
C0437,Client_Partner_0437,Corporate,Bengaluru
C0438,Client_Partner_0438,Home Office,Chennai
C0439,Client_Partner_0439,Consumer,Bengaluru
C0440,Client_Partner_0440,Corporate,Mumbai
C0441,Client_Partner_0441,Consumer,Kolkata
C0442,Client_Partner_0442,Corporate,Mumbai
C0443,Client_Partner_0443,Corporate,Mumbai
C0444,Client_Partner_0444,Home Office,Delhi
C0445,Client_Partner_0445,Consumer,Kolkata
C0446,Client_Partner_0446,Home Office,Chennai
C0447,Client_Partner_0447,Corporate,Bengaluru
C0448,Client_Partner_0448,Consumer,Delhi
C0449,Client_Partner_0449,Consumer,Hyderabad
C0450,Client_Partner_0450,Corporate,Kolkata
C0451,Client_Partner_0451,Corporate,Bengaluru
C0452,Client_Partner_0452,Home Office,Mumbai
C0453,Client_Partner_0453,Home Office,Delhi
C0454,Client_Partner_0454,Corporate,Mumbai
C0455,Client_Partner_0455,Corporate,Bangalore 
C0456,Client_Partner_0456,Corporate,Mumbai
C0457,Client_Partner_0457,Consumer,Mumbai
C0458,Client_Partner_0458,Home Office,Bengaluru
C0459,Client_Partner_0459,Corporate,Delhi
C0460,Client_Partner_0460,Home Office,Kolkata
C0461,Client_Partner_0461,Home Office,Bengaluru
C0462,Client_Partner_0462,Home Office,Delhi
C0463,Client_Partner_0463,Corporate,Bengaluru
C0464,Client_Partner_0464,Consumer,Mumbai
C0465,Client_Partner_0465,Home Office,Kolkata
C0466,Client_Partner_0466,Corporate,Hyderabad
C0467,Client_Partner_0467,Home Office,Bengaluru
C0468,Client_Partner_0468,Corporate,BLR
C0469,Client_Partner_0469,Consumer,Chennai
C0470,Client_Partner_0470,Corporate,Chennai
C0471,Client_Partner_0471,Home Office,Delhi
C0472,Client_Partner_0472,Home Office,Mumbai
C0473,Client_Partner_0473,Home Office,Kolkata
C0474,Client_Partner_0474,Corporate,Chennai
C0475,Client_Partner_0475,Consumer,Mumbai
C0476,Client_Partner_0476,Corporate,BLR
C0477,Client_Partner_0477,Home Office,Kolkata
C0478,Client_Partner_0478,Corporate,Chennai
C0479,Client_Partner_0479,Consumer,Chennai
C0480,Client_Partner_0480,Corporate,Bengaluru
C0481,Client_Partner_0481,Home Office,Mumbai
C0482,Client_Partner_0482,Home Office,Mumbai
C0483,Client_Partner_0483,Home Office,BLR
C0484,Client_Partner_0484,Corporate,Kolkata
C0485,Client_Partner_0485,Consumer,Hyderabad
C0486,Client_Partner_0486,Home Office,Chennai
C0487,Client_Partner_0487,Home Office,Bengaluru
C0488,Client_Partner_0488,Corporate,Mumbai
C0489,Client_Partner_0489,Consumer,Kolkata
C0490,Client_Partner_0490,Corporate,Kolkata
C0491,Client_Partner_0491,Corporate,Kolkata
C0492,Client_Partner_0492,Home Office,Delhi
C0493,Client_Partner_0493,Consumer,Kolkata
C0494,Client_Partner_0494,Consumer,Bengaluru
C0495,Client_Partner_0495,Corporate,Chennai
C0496,Client_Partner_0496,Corporate,Hyderabad
C0497,Client_Partner_0497,Home Office,Chennai
C0498,Client_Partner_0498,Corporate,Hyderabad
C0499,Client_Partner_0499,Corporate,Kolkata
C0500,Client_Partner_0500,Consumer,Mumbai
C0501,Client_Partner_0501,Consumer,Kolkata
C0502,Client_Partner_0502,Consumer,Bengaluru
C0503,Client_Partner_0503,Home Office,Hyderabad
C0504,Client_Partner_0504,Corporate,Kolkata
C0505,Client_Partner_0505,Home Office,Delhi
C0506,Client_Partner_0506,Home Office,Chennai
C0507,Client_Partner_0507,Consumer,Delhi
C0508,Client_Partner_0508,Corporate,Hyderabad
C0509,Client_Partner_0509,Consumer,Kolkata
C0510,Client_Partner_0510,Consumer,Chennai
C0511,Client_Partner_0511,Consumer,Delhi
C0512,Client_Partner_0512,Consumer,Delhi
C0513,Client_Partner_0513,Consumer,Delhi
C0514,Client_Partner_0514,Consumer,BLR
C0515,Client_Partner_0515,Home Office,Mumbai
C0516,Client_Partner_0516,Consumer,Bengaluru
C0517,Client_Partner_0517,Home Office,Chennai
C0518,Client_Partner_0518,Consumer,Mumbai
C0519,Client_Partner_0519,Consumer,Hyderabad
C0520,Client_Partner_0520,Consumer,Kolkata
C0521,Client_Partner_0521,Home Office,Bengaluru
C0522,Client_Partner_0522,Corporate,Chennai
C0523,Client_Partner_0523,Home Office,Hyderabad
C0524,Client_Partner_0524,Corporate,Bengaluru
C0525,Client_Partner_0525,Corporate,Chennai
C0526,Client_Partner_0526,Consumer,Bengaluru
C0527,Client_Partner_0527,Consumer,Chennai
C0528,Client_Partner_0528,Consumer,Bengaluru
C0529,Client_Partner_0529,Consumer,Kolkata
C0530,Client_Partner_0530,Home Office,Chennai
C0531,Client_Partner_0531,Home Office,Mumbai
C0532,Client_Partner_0532,Corporate,Chennai
C0533,Client_Partner_0533,Corporate,Kolkata
C0534,Client_Partner_0534,Home Office,Kolkata
C0535,Client_Partner_0535,Home Office,Mumbai
C0536,Client_Partner_0536,Home Office,Bengaluru
C0537,Client_Partner_0537,Corporate,Delhi
C0538,Client_Partner_0538,Consumer,Kolkata
C0539,Client_Partner_0539,Home Office,Kolkata
C0540,Client_Partner_0540,Consumer,Kolkata
C0541,Client_Partner_0541,Home Office,Delhi
C0542,Client_Partner_0542,Home Office,Chennai
C0543,Client_Partner_0543,Corporate,Mumbai
C0544,Client_Partner_0544,Corporate,Kolkata
C0545,Client_Partner_0545,Corporate,Delhi
C0546,Client_Partner_0546,Consumer,Hyderabad
C0547,Client_Partner_0547,Home Office,Mumbai
C0548,Client_Partner_0548,Corporate,Hyderabad
C0549,Client_Partner_0549,Home Office,Delhi
C0550,Client_Partner_0550,Consumer,Delhi
C0551,Client_Partner_0551,Home Office,Delhi
C0552,Client_Partner_0552,Home Office,Chennai
C0553,Client_Partner_0553,Consumer,Mumbai
C0554,Client_Partner_0554,Home Office,Mumbai
C0555,Client_Partner_0555,Corporate,Hyderabad
C0556,Client_Partner_0556,Corporate,Chennai
C0557,Client_Partner_0557,Consumer,Hyderabad
C0558,Client_Partner_0558,Home Office,Delhi
C0559,Client_Partner_0559,Consumer,Chennai
C0560,Client_Partner_0560,Home Office,Hyderabad
C0561,Client_Partner_0561,Consumer,Mumbai
C0562,Client_Partner_0562,Home Office,Kolkata
